Plot,Treatment,Type,Species,DBH,DSB,Height,DSB_m,Height_m,Biomass,C_per_tree,Carbon_kg.m2
Late2015_5,LATE NEW,Shrub,Terminalia avicennioides,NA,2.2,108,0.022,1.08,12.02932248,6.01466124,0.24058645
Late2015_5,LATE NEW,Shrub,Terminalia avicennioides,NA,0.7,62,0.007,0.62,1.292976284,0.646488142,0.025859526
Late2015_5,LATE NEW,Shrub,Terminalia avicennioides,NA,0.7,59,0.007,0.59,1.243671281,0.621835641,0.024873426
Late2015_5,LATE NEW,Shrub,Terminalia avicennioides,NA,0.7,70,0.007,0.7,1.422024462,0.711012231,0.028440489
Late2015_5,LATE NEW,Shrub,Terminalia avicennioides,NA,0.8,52,0.008,0.52,1.388767387,0.694383694,0.027775348
Late2015_6,LATE NEW,Shrub,Vitex doniana,NA,0.7,54,0.007,0.54,1.160267646,0.580133823,0.023205353
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.9,85,0.019,0.85,7.923031783,3.961515891,0.158460636
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1,54,0.01,0.54,2.029614117,1.014807059,0.040592282
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,0.7,50,0.007,0.5,1.092338649,0.546169325,0.021846773
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.1,51,0.011,0.51,2.253459304,1.126729652,0.045069186
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1,53,0.01,0.53,2.000091485,1.000045742,0.04000183
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.3,73,0.013,0.73,3.878726742,1.939363371,0.077574535
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,2.2,67,0.022,0.67,8.273710553,4.136855276,0.165474211
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.2,63,0.012,0.63,3.048129548,1.524064774,0.060962591
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.3,60,0.013,0.6,3.326007005,1.663003503,0.06652014
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.2,57,0.012,0.57,2.818127666,1.409063833,0.056362553
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,3.1,66,0.031,0.66,13.99868887,6.999344437,0.279973777
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.4,67,0.014,0.67,4.073329841,2.03666492,0.081466597
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.4,60,0.014,0.6,3.735788718,1.867894359,0.074715774
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,5.1,170,0.051,1.7,64.14568366,32.07284183,1.282913673
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.8,78,0.018,0.78,6.804860071,3.402430036,0.136097201
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.7,72,0.017,0.72,5.843200242,2.921600121,0.116864005
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,1.4,72,0.014,0.72,4.309754035,2.154877017,0.086195081
Late2015_6,LATE NEW,Shrub,Terminalia mollis,NA,0.9,62,0.009,0.62,1.917375874,0.958687937,0.038347517
Late2014_15,LATE NEW,Shrub,Vetallaria paradoxa,NA,2.3,87,0.023,0.87,10.88669485,5.443347426,0.217733897
Late2014_15,LATE NEW,Shrub,Malacantha alifolia,NA,0.5,51,0.005,0.51,0.654635331,0.327317665,0.013092707
Late2014_15,LATE NEW,Shrub,Malacantha alifolia,NA,0.5,52,0.005,0.52,0.664676311,0.332338155,0.013293526
Late2014_15,LATE NEW,Shrub,Annona senegalensis,NA,3.8,104,0.038,1.04,27.51231683,13.75615841,0.550246337
Late2014_15,LATE NEW,Shrub,Annona senegalensis,NA,1.2,85,0.012,0.85,3.854800087,1.927400043,0.077096002
Late2014_15,LATE NEW,Shrub,Annona senegalensis,NA,1.1,87,0.011,0.87,3.425110606,1.712555303,0.068502212
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,0.9,53,0.009,0.53,1.6955526,0.8477763,0.033911052
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,1,52,0.01,0.52,1.970448224,0.985224112,0.039408964
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,0.9,51,0.009,0.51,1.645188534,0.822594267,0.032903771
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,1,56,0.01,0.56,2.088308235,1.044154117,0.041766165
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,0.7,53,0.007,0.53,1.14339047,0.571695235,0.022867809
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,0.8,54,0.008,0.54,1.430467373,0.715233686,0.028609347
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,1.1,65,0.011,0.65,2.725387368,1.362693684,0.054507747
Late2014_15,LATE NEW,Shrub,Teriscarpus laziflora,NA,1.1,55,0.011,0.55,2.390868943,1.195434472,0.047817379
Late2013_14,LATE NEW,Shrub,Mitragyna innermis,NA,2.2,112,0.022,1.12,12.37719672,6.188598361,0.247543934
Late2013_14,LATE NEW,Shrub,Mitragyna innermis,NA,1.8,124,0.018,1.24,9.786772639,4.89338632,0.195735453
Late2013_14,LATE NEW,Shrub,Mitragyna innermis,NA,3.9,171,0.039,1.71,42.31620852,21.15810426,0.84632417
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.7,55,0.007,0.55,1.177077413,0.588538706,0.023541548
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.9,59,0.009,0.59,1.84426067,0.922130335,0.036885213
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.8,56,0.008,0.56,1.471834852,0.735917426,0.029436697
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.8,53,0.008,0.53,1.409659889,0.704829945,0.028193198
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.7,53,0.007,0.53,1.14339047,0.571695235,0.022867809
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.9,72,0.009,0.72,2.155829234,1.077914617,0.043116585
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,1.2,69,0.012,0.69,3.273438353,1.636719176,0.065468767
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,1.1,56,0.011,0.56,2.42487889,1.212439445,0.048497578
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,1.5,81,0.015,0.81,5.266563063,2.633281532,0.105331261
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.6,51,0.006,0.51,0.871243996,0.435621998,0.01742488
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,1,58,0.01,0.58,2.146550997,1.073275499,0.04293102
Late2013_13,LATE NEW,Shrub,Terminalia mollis,NA,0.9,57,0.009,0.57,1.795071337,0.897535668,0.035901427
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,2.8,NA,NA,NA,NA,1.480999278,0.740499639,0.029619986
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,2.1,NA,NA,NA,NA,0.759795956,0.379897978,0.015195919
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,3.3,NA,NA,NA,NA,2.168206064,1.084103032,0.043364121
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,4.6,NA,NA,NA,NA,4.685396876,2.342698438,0.093707938
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,5.6,NA,NA,NA,NA,7.395106567,3.697553284,0.147902131
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,2.1,NA,NA,NA,NA,0.759795956,0.379897978,0.015195919
Notburnt_5,UNBURNT,Tree,Pterocarpus erinaceus,1.8,NA,NA,NA,NA,0.531349683,0.265674842,0.010626994
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,15.6,NA,NA,NA,NA,79.65210954,39.82605477,1.593042191
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,2.3,NA,NA,NA,NA,0.938332575,0.469166288,0.018766652
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,7.9,NA,NA,NA,NA,16.43020817,8.215104084,0.328604163
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,1.6,NA,NA,NA,NA,0.404302637,0.202151318,0.008086053
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,1.7,NA,NA,NA,NA,0.465360708,0.232680354,0.009307214
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,1.7,NA,NA,NA,NA,0.465360708,0.232680354,0.009307214
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,0.5,NA,NA,NA,NA,0.027211885,0.013605942,0.000544238
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,3.1,NA,NA,NA,NA,1.875458004,0.937729002,0.03750916
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,12,NA,NA,NA,NA,43.33598826,21.66799413,0.866719765
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,1.9,NA,NA,NA,NA,0.602360615,0.301180308,0.012047212
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,2.5,NA,NA,NA,NA,1.138594376,0.569297188,0.022771888
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,2.6,NA,NA,NA,NA,1.247057221,0.62352861,0.024941144
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,1.7,NA,NA,NA,NA,0.465360708,0.232680354,0.009307214
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,4.5,NA,NA,NA,NA,4.452472503,2.226236251,0.08904945
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,4.1,NA,NA,NA,NA,3.587622687,1.793811344,0.071752454
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,1.9,NA,NA,NA,NA,0.602360615,0.301180308,0.012047212
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,5.1,NA,NA,NA,NA,5.952659248,2.976329624,0.119053185
Notburnt_5,UNBURNT,Tree,Anogeissus leiocapus,10.6,NA,NA,NA,NA,32.49808884,16.24904442,0.649961777
Notburnt_1,UNBURNT,Tree,Terminalia avicennioides,5.6,NA,NA,NA,NA,7.395106567,3.697553284,0.147902131
Notburnt_1,UNBURNT,Tree,Terminalia avicennioides,5.6,NA,NA,NA,NA,7.395106567,3.697553284,0.147902131
Notburnt_1,UNBURNT,Tree,Terminalia avicennioides,3.7,NA,NA,NA,NA,2.827328129,1.413664064,0.056546563
Notburnt_1,UNBURNT,Tree,Terminalia avicennioides,5.6,NA,NA,NA,NA,7.395106567,3.697553284,0.147902131
Notburnt_2,UNBURNT,Tree,Combretum fragrans,2,NA,NA,NA,NA,0.678481178,0.339240589,0.013569624
Notburnt_2,UNBURNT,Tree,Burkia africana,4.4,NA,NA,NA,NA,4.226281528,2.113140764,0.084525631
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,8.4,NA,NA,NA,NA,18.9441951,9.472097551,0.378883902
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,6.2,NA,NA,NA,NA,9.364766081,4.68238304,0.187295322
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,8.6,NA,NA,NA,NA,20.00712203,10.00356101,0.400142441
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,6,NA,NA,NA,NA,8.678788703,4.339394352,0.173575774
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,1.5,NA,NA,NA,NA,0.348080693,0.174040347,0.006961614
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,2.4,NA,NA,NA,NA,1.035710299,0.51785515,0.020714206
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,3.2,NA,NA,NA,NA,2.018813331,1.009406665,0.040376267
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,4.3,NA,NA,NA,NA,4.006775698,2.003387849,0.080135514
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,5.9,NA,NA,NA,NA,8.34689367,4.173446835,0.166937873
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,5.4,NA,NA,NA,NA,6.796756902,3.398378451,0.135935138
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,6.3,NA,NA,NA,NA,9.718926301,4.85946315,0.194378526
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,9.7,NA,NA,NA,NA,26.45200753,13.22600376,0.529040151
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,3.1,NA,NA,NA,NA,1.875458004,0.937729002,0.03750916
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,2,NA,NA,NA,NA,0.678481178,0.339240589,0.013569624
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,0.8,NA,NA,NA,NA,0.080968666,0.040484333,0.001619373
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,1.5,NA,NA,NA,NA,0.348080693,0.174040347,0.006961614
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,5.1,NA,NA,NA,NA,5.952659248,2.976329624,0.119053185
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,6.1,NA,NA,NA,NA,9.018066455,4.509033228,0.180361329
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,4.2,NA,NA,NA,NA,3.793906013,1.896953007,0.07587812
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,2.3,NA,NA,NA,NA,0.938332575,0.469166288,0.018766652
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,1.7,NA,NA,NA,NA,0.465360708,0.232680354,0.009307214
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,1.8,NA,NA,NA,NA,0.531349683,0.265674842,0.010626994
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,1.8,NA,NA,NA,NA,0.531349683,0.265674842,0.010626994
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,4.8,NA,NA,NA,NA,5.171635225,2.585817612,0.103432704
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,5.6,NA,NA,NA,NA,7.395106567,3.697553284,0.147902131
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,3.7,NA,NA,NA,NA,2.827328129,1.413664064,0.056546563
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,2.9,NA,NA,NA,NA,1.606614082,0.803307041,0.032132282
Notburnt_7,UNBURNT,Tree,Mitragyna innermis,3.8,NA,NA,NA,NA,3.007780631,1.503890315,0.060155613
Notburnt_6,UNBURNT,Tree,Combretum adenogonium,7.3,NA,NA,NA,NA,13.67909134,6.839545672,0.273581827
Notburnt_6,UNBURNT,Tree,Combretum adenogonium,6.9,NA,NA,NA,NA,12.0026766,6.0013383,0.240053532
Notburnt_6,UNBURNT,Tree,Combretum adenogonium,1.9,NA,NA,NA,NA,0.602360615,0.301180308,0.012047212
Notburnt_6,UNBURNT,Tree,Combretum adenogonium,0.8,NA,NA,NA,NA,0.080968666,0.040484333,0.001619373
Notburnt_6,UNBURNT,Tree,Vetallaria paradoxa,5.7,NA,NA,NA,NA,7.705092899,3.852546449,0.154101858
Notburnt_6,UNBURNT,Tree,Vetallaria paradoxa,5.8,NA,NA,NA,NA,8.022341755,4.011170878,0.160446835
Notburnt_6,UNBURNT,Tree,Vetallaria paradoxa,4.5,NA,NA,NA,NA,4.452472503,2.226236251,0.08904945
Notburnt_9,UNBURNT,Tree,Maytenus senegalensis,5.1,NA,NA,NA,NA,5.952659248,2.976329624,0.119053185
Notburnt_9,UNBURNT,Tree,Combretum adenogonium,2.1,NA,NA,NA,NA,15439405.81,7719702.907,308788.1163
Notburnt_9,UNBURNT,Tree,Maytenus senegalensis,9.8,NA,NA,NA,NA,27.08898357,13.54449178,0.541779671
Notburnt_3,UNBURNT,Tree,Combretum adenogonium,6.4,NA,NA,NA,NA,10.08058541,5.040292707,0.201611708
Notburnt_3,UNBURNT,Tree,Combretum adenogonium,7.6,NA,NA,NA,NA,15.01881778,7.509408892,0.300376356
Notburnt_3,UNBURNT,Tree,Anogeissus leiocapus,5.9,NA,NA,NA,NA,8.34689367,4.173446835,0.166937873
Notburnt_3,UNBURNT,Tree,Anogeissus leiocapus,5.1,NA,NA,NA,NA,5.952659248,2.976329624,0.119053185
Notburnt_3,UNBURNT,Tree,Anogeissus leiocapus,3.2,NA,NA,NA,NA,2.018813331,1.009406665,0.040376267
Notburnt_3,UNBURNT,Tree,Anogeissus leiocapus,7.8,NA,NA,NA,NA,15.95172641,7.975863204,0.319034528
Notburnt_3,UNBURNT,Tree,Anogeissus leiocapus,18.6,NA,NA,NA,NA,119.78936,59.89468001,2.395787201
Notburnt_3,UNBURNT,Tree,Anogeissus leiocapus,21.6,NA,NA,NA,NA,169.4653515,84.73267576,3.38930703
Early2015_6,EARLY NEW,Tree,Vetallaria paradoxa,8.1,NA,NA,NA,NA,17.41139058,8.70569529,0.348227812
Early2015_6,EARLY NEW,Tree,Pteleopsis subarosa,7.8,NA,NA,NA,NA,15.95172641,7.975863204,0.319034528
Early2015_6,EARLY NEW,Tree,Dichrostchys cinerea,1.1,NA,NA,NA,NA,0.169503724,0.084751862,0.003390074
Early2015_6,EARLY NEW,Tree,Pteleopsis subarosa,3.9,NA,NA,NA,NA,3.19461188,1.59730594,0.063892238
Early2015_6,EARLY NEW,Tree,Pteleopsis subarosa,0.7,NA,NA,NA,NA,0.059398526,0.029699263,0.001187971
Early2015_5,EARLY NEW,Tree,Vetallaria paradoxa,3.5,NA,NA,NA,NA,2.48534153,1.242670765,0.049706831
Early2015_7,EARLY NEW,Tree,Detarium microcarpum,3.8,NA,NA,NA,NA,3.007780631,1.503890315,0.060155613
Early2015_7,EARLY NEW,Tree,Detarium microcarpum,3.4,NA,NA,NA,NA,2.323695953,1.161847977,0.046473919
Early2015_7,EARLY NEW,Tree,Detarium microcarpum,3.7,NA,NA,NA,NA,2.827328129,1.413664064,0.056546563
Early2015_27,EARLY NEW,Tree,Burkia africana,2.8,NA,NA,NA,NA,1.480999278,0.740499639,0.029619986
Early2015_27,EARLY NEW,Tree,Vetallaria paradoxa,13.5,NA,NA,NA,NA,56.95378049,28.47689024,1.13907561
Early2015_2,EARLY NEW,Tree,Detarium microcarpum,9,NA,NA,NA,NA,22.23262977,11.11631489,0.444652595
Early2015_2,EARLY NEW,Tree,Detarium microcarpum,4.1,NA,NA,NA,NA,3.587622687,1.793811344,0.071752454
Early2014_16,EARLY NEW,Tree,Vetallaria paradoxa,5.1,NA,NA,NA,NA,5.952659248,2.976329624,0.119053185
Early2014_16,EARLY NEW,Tree,Vetallaria paradoxa,2.1,NA,NA,NA,NA,0.759795956,0.379897978,0.015195919
Early2014_16,EARLY NEW,Tree,Piliostigma thoningii,1.9,NA,NA,NA,NA,0.602360615,0.301180308,0.012047212
Early2014_16,EARLY NEW,Tree,Vetallaria paradoxa,1.1,NA,NA,NA,NA,0.169503724,0.084751862,0.003390074
Early2014_13,EARLY NEW,Tree,Crossopteryx febrifuga,6.6,NA,NA,NA,NA,10.82655146,5.413275731,0.216531029
Early2014_13,EARLY NEW,Tree,Crossopteryx febrifuga,5.2,NA,NA,NA,NA,6.2269585,3.11347925,0.12453917
Late2003_1,LATE OLD,Tree,Terminalia mollis,2.7,NA,NA,NA,NA,1.361169305,0.680584652,0.027223386
Late2012_7,LATE OLD,Tree,Terminalia avicennioides,0.8,NA,NA,NA,NA,0.080968666,0.040484333,0.001619373
Late2012_7,LATE OLD,Tree,Crossopteryx febrifuga,8.8,NA,NA,NA,NA,21.10318536,10.55159268,0.422063707
Late2012_7,LATE OLD,Tree,Terminalia avicennioides,2.4,NA,NA,NA,NA,1.035710299,0.51785515,0.020714206
Late2004_9,LATE OLD,Tree,Diospyros mispiliformis,0.8,NA,NA,NA,NA,0.080968666,0.040484333,0.001619373
Late2004_9,LATE OLD,Tree,Diospyros mispiliformis,4.8,NA,NA,NA,NA,5.171635225,2.585817612,0.103432704
Late2004_9,LATE OLD,Tree,Diospyros mispiliformis,1.3,NA,NA,NA,NA,0.249744994,0.124872497,0.0049949
Late2004_9,LATE OLD,Tree,Diospyros mispiliformis,4.4,NA,NA,NA,NA,4.226281528,2.113140764,0.084525631
Late2004_9,LATE OLD,Tree,Detarium microcarpum,9.4,NA,NA,NA,NA,24.592622,12.296311,0.49185244
Late2004_9,LATE OLD,Tree,Detarium microcarpum,17.2,NA,NA,NA,NA,99.90200649,49.95100325,1.99804013
Late2004_9,LATE OLD,Tree,Detarium microcarpum,3.7,NA,NA,NA,NA,2.827328129,1.413664064,0.056546563
Late2004_9,LATE OLD,Tree,Combretum nigricans,3.5,NA,NA,NA,NA,2.48534153,1.242670765,0.049706831
Late2004_9,LATE OLD,Tree,Combretum nigricans,3,NA,NA,NA,NA,1.738079051,0.869039526,0.034761581
Late2012_8,LATE OLD,Tree,Terminalia avicennioides,2.7,NA,NA,NA,NA,1.361169305,0.680584652,0.027223386
Late2012_8,LATE OLD,Tree,Terminalia avicennioides,9.6,NA,NA,NA,NA,25.82364096,12.91182048,0.516472819
Late2004_10,LATE OLD,Tree,Combretum nigricans,2.7,NA,NA,NA,NA,1.361169305,0.680584652,0.027223386
Late2004_10,LATE OLD,Tree,Burkia africana,12.7,NA,NA,NA,NA,49.42797823,24.71398912,0.988559565
Late2012_18,LATE OLD,Tree,Combretum nigricans,2.9,NA,NA,NA,NA,1.606614082,0.803307041,0.032132282
Late2012_18,LATE OLD,Tree,Combretum nigricans,4.1,NA,NA,NA,NA,3.587622687,1.793811344,0.071752454
Late2010_19,LATE OLD,Tree,Combretum adenogonium,2.1,NA,NA,NA,NA,0.759795956,0.379897978,0.015195919
Late2010_19,LATE OLD,Tree,Combretum nigricans,1.4,NA,NA,NA,NA,0.296595978,0.148297989,0.00593192
Late2010_19,LATE OLD,Tree,Vetallaria paradoxa,2.9,NA,NA,NA,NA,1.606614082,0.803307041,0.032132282
Late2015_3,LATE NEW,Tree,Terminalia avicennioides,2.4,NA,NA,NA,NA,1.035710299,0.51785515,0.020714206
Late2015_3,LATE NEW,Tree,Terminalia avicennioides,2.8,NA,NA,NA,NA,1.480999278,0.740499639,0.029619986
Late2015_3,LATE NEW,Tree,Terminalia avicennioides,2.6,NA,NA,NA,NA,1.247057221,0.62352861,0.024941144
Late2015_3,LATE NEW,Tree,Terminalia avicennioides,2.4,NA,NA,NA,NA,1.035710299,0.51785515,0.020714206
Late2015_4,LATE NEW,Tree,Combretum adenogonium,6.9,NA,NA,NA,NA,12.0026766,6.0013383,0.240053532
Late2015_4,LATE NEW,Tree,Combretum adenogonium,7.8,NA,NA,NA,NA,15.95172641,7.975863204,0.319034528
Late2015_4,LATE NEW,Tree,Terminalia avicennioides,2.7,NA,NA,NA,NA,1.361169305,0.680584652,0.027223386
Late2015_5,LATE NEW,Tree,Crossopteryx febrifuga,4.3,NA,NA,NA,NA,4.006775698,2.003387849,0.080135514
Late2015_5,LATE NEW,Tree,Gardenia aqualla,4,NA,NA,NA,NA,3.387875124,1.693937562,0.067757502
Late2015_6,LATE NEW,Tree,Terminalia mollis,2.9,NA,NA,NA,NA,1.606614082,0.803307041,0.032132282
Late2015_6,LATE NEW,Tree,Terminalia mollis,4,NA,NA,NA,NA,3.387875124,1.693937562,0.067757502
Late2015_6,LATE NEW,Tree,Terminalia mollis,4.4,NA,NA,NA,NA,4.226281528,2.113140764,0.084525631
Late2014_15,LATE NEW,Tree,Terminalia avicennioides,5,NA,NA,NA,NA,5.685368568,2.842684284,0.113707371
Late2014_15,LATE NEW,Tree,Terminalia avicennioides,2.6,NA,NA,NA,NA,1.247057221,0.62352861,0.024941144
Late2013_14,LATE NEW,Tree,Mitragyna innermis,6.4,NA,NA,NA,NA,10.08058541,5.040292707,0.201611708
Late2013_14,LATE NEW,Tree,Mitragyna innermis,3.9,NA,NA,NA,NA,3.19461188,1.59730594,0.063892238
Late2013_14,LATE NEW,Tree,Mitragyna innermis,2.9,NA,NA,NA,NA,1.606614082,0.803307041,0.032132282
Late2013_13,LATE NEW,Tree,Terminalia mollis,12.6,NA,NA,NA,NA,48.52973041,24.26486521,0.970594608
